acceptable,review_notes,delete_reason,skill_id,band,level,phase,question_id,question_type,target_word,prompt,sentence_with_blank,full_sentence,answer_choices,correct_answer,letter_tiles,correct_letter_sequence,image_path,audio_path,template_key,content_key,target_template_key,source,source_sheet,generator_notes,possible_problem_flags
Y,,,hfw_1_25,1-25,1,2,hfw_true_hfw_1_25_and_l1p2_03,multiple_choice,and,Read the sentence. Choose the word that fits.,We ate soup ___ bread for lunch.,We ate soup and bread for lunch.,like | look | and | a | like | look | and | a | like | look | and | a,and,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_and_s06.webp,,HFW_SENTENCE_CLOZE_L1P2_05,and::HFW_SENTENCE_CLOZE_L1P2_05::we ate soup ___ bread for lunch::and::a|a|a|and|and|and|like|like|like|look|look|look::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_and_s06.webp,and::HFW_SENTENCE_CLOZE_L1P2_05,hfw_true_variation_generator,HFW 1-25,sentence_frame=we ate soup ___ bread for lunch,
Y,,,hfw_1_25,1-25,1,2,hfw_true_hfw_1_25_and_l1p2_04,multiple_choice,and,Read the sentence. Choose the word that fits.,The frog hopped ___ splashed in the pond.,The frog hopped and splashed in the pond.,a | and | we | for | a | and | we | for | a | and | we | for,and,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_and_s07.webp,,HFW_SENTENCE_CLOZE_L1P2_06,and::HFW_SENTENCE_CLOZE_L1P2_06::the frog hopped ___ splashed in the pond::and::a|a|a|and|and|and|for|for|for|we|we|we::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_and_s07.webp,and::HFW_SENTENCE_CLOZE_L1P2_06,hfw_true_variation_generator,HFW 1-25,sentence_frame=the frog hopped ___ splashed in the pond,
Y,,,hfw_1_25,1-25,1,2,hfw_true_hfw_1_25_and_l1p2_05,multiple_choice,and,Read the sentence. Choose the word that fits.,She smiled ___ opened the gift.,She smiled and opened the gift.,and | we | for | a | and | we | for | a | and | we | for | a,and,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_and_s08.webp,,HFW_SENTENCE_CLOZE_L1P2_07,and::HFW_SENTENCE_CLOZE_L1P2_07::she smiled ___ opened the gift::and::a|a|a|and|and|and|for|for|for|we|we|we::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_and_s08.webp,and::HFW_SENTENCE_CLOZE_L1P2_07,hfw_true_variation_generator,HFW 1-25,sentence_frame=she smiled ___ opened the gift,
Y,,,hfw_1_25,1-25,1,2,hfw_true_hfw_1_25_and_l1p2_06,multiple_choice,and,Read the sentence. Choose the word that fits.,The boy washed ___ dried his hands.,The boy washed and dried his hands.,we | for | a | and | we | for | a | and | we | for | a | and,and,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_and_s09.webp,,HFW_SENTENCE_CLOZE_L1P2_08,and::HFW_SENTENCE_CLOZE_L1P2_08::the boy washed ___ dried his hands::and::a|a|a|and|and|and|for|for|for|we|we|we::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_and_s09.webp,and::HFW_SENTENCE_CLOZE_L1P2_08,hfw_true_variation_generator,HFW 1-25,sentence_frame=the boy washed ___ dried his hands,
Y,,,hfw_1_25,1-25,1,2,hfw_true_hfw_1_25_and_l1p2_07,multiple_choice,and,Read the sentence. Choose the word that fits.,A bee ___ a butterfly flew by.,A bee and a butterfly flew by.,for | like | and | we | for | like | and | we | for | like | and | we,and,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_and_s10.webp,,HFW_SENTENCE_CLOZE_L1P2_09,and::HFW_SENTENCE_CLOZE_L1P2_09::a bee ___ a butterfly flew by::and::and|and|and|for|for|for|like|like|like|we|we|we::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_and_s10.webp,and::HFW_SENTENCE_CLOZE_L1P2_09,hfw_true_variation_generator,HFW 1-25,sentence_frame=a bee ___ a butterfly flew by,
Y,,,hfw_1_25,1-25,2,1,hfw_true_hfw_1_25_and_l2p1_01,hfw_sentence_spell,and,Listen to the sentence. Spell the word that fits.,"When the clock chimed, mom ___ Dad waved goodbye.","When the clock chimed, mom and Dad waved goodbye.",,and,o g b d d a z x w f n i,and,/images/assessment/hfw/variants/hfw-1-25/and-l2p1-02.webp,,HFW_SENTENCE_SPELL_L2P1_03,and::HFW_SENTENCE_SPELL_L2P1_03::when the clock chimed mom ___ dad waved goodbye::and::/images/assessment/hfw/variants/hfw-1-25/and-l2p1-02.webp,and::HFW_SENTENCE_SPELL_L2P1_03,hfw_true_variation_generator,HFW 1-25,sentence_frame=when the clock chimed mom ___ dad waved goodbye,mechanical_sentence
Y,,,hfw_1_25,1-25,2,1,hfw_true_hfw_1_25_and_l2p1_02,hfw_sentence_spell,and,Listen to the sentence. Spell the word that fits.,The truck stopped ___ the door opened.,The truck stopped and the door opened.,,and,n i k g d l a e z y w n,and,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_and_s11.webp,,HFW_SENTENCE_SPELL_L2P1_04,and::HFW_SENTENCE_SPELL_L2P1_04::the truck stopped ___ the door opened::and::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_and_s11.webp,and::HFW_SENTENCE_SPELL_L2P1_04,hfw_true_variation_generator,HFW 1-25,sentence_frame=the truck stopped ___ the door opened,awkward_sentence
Y,,,hfw_1_25,1-25,2,1,hfw_true_hfw_1_25_and_l2p1_03,hfw_sentence_spell,and,Listen to the sentence. Spell the word that fits.,He drew a house ___ a tree.,He drew a house and a tree.,,and,n s n q k d u a t e p y,and,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_and_s12.webp,,HFW_SENTENCE_SPELL_L2P1_05,and::HFW_SENTENCE_SPELL_L2P1_05::he drew a house ___ a tree::and::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_and_s12.webp,and::HFW_SENTENCE_SPELL_L2P1_05,hfw_true_variation_generator,HFW 1-25,sentence_frame=he drew a house ___ a tree,
Y,,,hfw_1_25,1-25,2,1,hfw_true_hfw_1_25_and_l2p1_04,hfw_sentence_spell,and,Listen to the sentence. Spell the word that fits.,The hen clucked ___ pecked the corn.,The hen clucked and pecked the corn.,,and,n h s j q d c a a t v p,and,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_and_s13.webp,,HFW_SENTENCE_SPELL_L2P1_06,and::HFW_SENTENCE_SPELL_L2P1_06::the hen clucked ___ pecked the corn::and::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_and_s13.webp,and::HFW_SENTENCE_SPELL_L2P1_06,hfw_true_variation_generator,HFW 1-25,sentence_frame=the hen clucked ___ pecked the corn,
Y,,,hfw_1_25,1-25,2,1,hfw_true_hfw_1_25_and_l2p1_05,hfw_sentence_spell,and,Listen to the sentence. Spell the word that fits.,Rain fell ___ puddles grew.,Rain fell and puddles grew.,,and,v n r h x j d m a o a b,and,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_and_s14.webp,,HFW_SENTENCE_SPELL_L2P1_07,and::HFW_SENTENCE_SPELL_L2P1_07::rain fell ___ puddles grew::and::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_and_s14.webp,and::HFW_SENTENCE_SPELL_L2P1_07,hfw_true_variation_generator,HFW 1-25,sentence_frame=rain fell ___ puddles grew,
Y,,,hfw_1_25,1-25,2,1,hfw_true_hfw_1_25_and_l2p1_06,hfw_sentence_spell,and,Listen to the sentence. Spell the word that fits.,The class counted ___ clapped together.,The class counted and clapped together.,,and,g b n d r z x d f a i o,and,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_and_s15.webp,,HFW_SENTENCE_SPELL_L2P1_08,and::HFW_SENTENCE_SPELL_L2P1_08::the class counted ___ clapped together::and::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_and_s15.webp,and::HFW_SENTENCE_SPELL_L2P1_08,hfw_true_variation_generator,HFW 1-25,sentence_frame=the class counted ___ clapped together,
Y,,,hfw_1_25,1-25,2,2,hfw_true_hfw_1_25_and_l2p2_01,hfw_sentence_spell,and,Listen to the sentence. Spell the word that fits.,"When the paint dried, mom ___ Dad waved goodbye.","When the paint dried, mom and Dad waved goodbye.",,and,g a l d e z n w f n i d,and,/images/assessment/hfw/variants/hfw-1-25/and-l2p2-02.webp,,HFW_SENTENCE_SPELL_L2P2_03,and::HFW_SENTENCE_SPELL_L2P2_03::when the paint dried mom ___ dad waved goodbye::and::/images/assessment/hfw/variants/hfw-1-25/and-l2p2-02.webp,and::HFW_SENTENCE_SPELL_L2P2_03,hfw_true_variation_generator,HFW 1-25,sentence_frame=when the paint dried mom ___ dad waved goodbye,mechanical_sentence
Y,,,hfw_1_25,1-25,2,2,hfw_true_hfw_1_25_and_l2p2_02,hfw_sentence_spell,and,Listen to the sentence. Spell the word that fits.,I saw a kite ___ a balloon.,I saw a kite and a balloon.,,and,d k a u l t e n y w s n,and,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_and_s16.webp,,HFW_SENTENCE_SPELL_L2P2_04,and::HFW_SENTENCE_SPELL_L2P2_04::i saw a kite ___ a balloon::and::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_and_s16.webp,and::HFW_SENTENCE_SPELL_L2P2_04,hfw_true_variation_generator,HFW 1-25,sentence_frame=i saw a kite ___ a balloon,
Y,,,hfw_1_25,1-25,2,2,hfw_true_hfw_1_25_and_l2p2_03,hfw_sentence_spell,and,Listen to the sentence. Spell the word that fits.,The fox hid ___ waited quietly.,The fox hid and waited quietly.,,and,d q a c u a t n p y h s,and,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_and_s17.webp,,HFW_SENTENCE_SPELL_L2P2_05,and::HFW_SENTENCE_SPELL_L2P2_05::the fox hid ___ waited quietly::and::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_and_s17.webp,and::HFW_SENTENCE_SPELL_L2P2_05,hfw_true_variation_generator,HFW 1-25,sentence_frame=the fox hid ___ waited quietly,
Y,,,hfw_1_25,1-25,2,2,hfw_true_hfw_1_25_and_l2p2_04,hfw_sentence_spell,and,Listen to the sentence. Spell the word that fits.,She read ___ wrote in her notebook.,She read and wrote in her notebook.,,and,h d j a m c o a n v p r,and,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_and_s18.webp,,HFW_SENTENCE_SPELL_L2P2_06,and::HFW_SENTENCE_SPELL_L2P2_06::she read ___ wrote in her notebook::and::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_and_s18.webp,and::HFW_SENTENCE_SPELL_L2P2_06,hfw_true_variation_generator,HFW 1-25,sentence_frame=she read ___ wrote in her notebook,
Y,,,hfw_1_25,1-25,2,2,hfw_true_hfw_1_25_and_l2p2_05,hfw_sentence_spell,and,Listen to the sentence. Spell the word that fits.,The baby laughed ___ kicked his feet.,The baby laughed and kicked his feet.,,and,d r d x a f m i o n b v,and,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_and_s19.webp,,HFW_SENTENCE_SPELL_L2P2_07,and::HFW_SENTENCE_SPELL_L2P2_07::the baby laughed ___ kicked his feet::and::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_and_s19.webp,and::HFW_SENTENCE_SPELL_L2P2_07,hfw_true_variation_generator,HFW 1-25,sentence_frame=the baby laughed ___ kicked his feet,
Y,,,hfw_1_25,1-25,2,2,hfw_true_hfw_1_25_and_l2p2_06,hfw_sentence_spell,and,Listen to the sentence. Spell the word that fits.,The dog barked ___ wagged its tail.,The dog barked and wagged its tail.,,and,l d d z a w f n i n g b,and,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_and_s20.webp,,HFW_SENTENCE_SPELL_L2P2_08,and::HFW_SENTENCE_SPELL_L2P2_08::the dog barked ___ wagged its tail::and::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_and_s20.webp,and::HFW_SENTENCE_SPELL_L2P2_08,hfw_true_variation_generator,HFW 1-25,sentence_frame=the dog barked ___ wagged its tail,
Y,,,hfw_1_25,1-25,1,1,hfw_true_hfw_1_25_a_l1p1_01,multiple_choice,a,Choose the word that completes the sentence.,Jo found ___ shiny coin.,Jo found a shiny coin.,a | in | is | it | a | in | is | it | a | in | is | it,a,,,/images/assessment/hfw/variants/hfw-1-25/a-l1p1-02.webp,,HFW_SENTENCE_CLOZE_L1P1_04,a::HFW_SENTENCE_CLOZE_L1P1_04::jo found ___ shiny coin::a::a|a|a|in|in|in|is|is|is|it|it|it::/images/assessment/hfw/variants/hfw-1-25/a-l1p1-02.webp,a::HFW_SENTENCE_CLOZE_L1P1_04,hfw_true_variation_generator,HFW 1-25,sentence_frame=jo found ___ shiny coin,
Y,,,hfw_1_25,1-25,1,1,hfw_true_hfw_1_25_a_l1p1_02,multiple_choice,a,Choose the word that completes the sentence.,I saw ___ bird on the fence.,I saw a bird on the fence.,in | is | it | a | in | is | it | a | in | is | it | a,a,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_a_s01.webp,,HFW_SENTENCE_CLOZE_L1P1_05,a::HFW_SENTENCE_CLOZE_L1P1_05::i saw ___ bird on the fence::a::a|a|a|in|in|in|is|is|is|it|it|it::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_a_s01.webp,a::HFW_SENTENCE_CLOZE_L1P1_05,hfw_true_variation_generator,HFW 1-25,sentence_frame=i saw ___ bird on the fence,
Y,,,hfw_1_25,1-25,1,1,hfw_true_hfw_1_25_a_l1p1_03,multiple_choice,a,Choose the word that completes the sentence.,She has ___ blue cup.,She has a blue cup.,is | it | a | in | is | it | a | in | is | it | a | in,a,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_a_s02.webp,,HFW_SENTENCE_CLOZE_L1P1_06,a::HFW_SENTENCE_CLOZE_L1P1_06::she has ___ blue cup::a::a|a|a|in|in|in|is|is|is|it|it|it::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_a_s02.webp,a::HFW_SENTENCE_CLOZE_L1P1_06,hfw_true_variation_generator,HFW 1-25,sentence_frame=she has ___ blue cup,
Y,,,hfw_1_25,1-25,1,1,hfw_true_hfw_1_25_a_l1p1_04,multiple_choice,a,Choose the word that completes the sentence.,___ frog jumped into the pond.,a frog jumped into the pond.,is | a | i | in | is | a | i | in | is | a | i | in,a,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_a_s03.webp,,HFW_SENTENCE_CLOZE_L1P1_07,a::HFW_SENTENCE_CLOZE_L1P1_07::___ frog jumped into the pond::a::a|a|a|i|i|i|in|in|in|is|is|is::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_a_s03.webp,a::HFW_SENTENCE_CLOZE_L1P1_07,hfw_true_variation_generator,HFW 1-25,sentence_frame=___ frog jumped into the pond,
Y,,,hfw_1_25,1-25,1,1,hfw_true_hfw_1_25_a_l1p1_05,multiple_choice,a,Choose the word that completes the sentence.,Dad found ___ lost key.,Dad found a lost key.,a | i | in | is | a | i | in | is | a | i | in | is,a,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_a_s04.webp,,HFW_SENTENCE_CLOZE_L1P1_08,a::HFW_SENTENCE_CLOZE_L1P1_08::dad found ___ lost key::a::a|a|a|i|i|i|in|in|in|is|is|is::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_a_s04.webp,a::HFW_SENTENCE_CLOZE_L1P1_08,hfw_true_variation_generator,HFW 1-25,sentence_frame=dad found ___ lost key,
Y,,,hfw_1_25,1-25,1,1,hfw_true_hfw_1_25_a_l1p1_06,multiple_choice,a,Choose the word that completes the sentence.,We made ___ tent with blankets.,We made a tent with blankets.,i | in | is | a | i | in | is | a | i | in | is | a,a,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_a_s05.webp,,HFW_SENTENCE_CLOZE_L1P1_09,a::HFW_SENTENCE_CLOZE_L1P1_09::we made ___ tent with blankets::a::a|a|a|i|i|i|in|in|in|is|is|is::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_a_s05.webp,a::HFW_SENTENCE_CLOZE_L1P1_09,hfw_true_variation_generator,HFW 1-25,sentence_frame=we made ___ tent with blankets,
Y,,,hfw_1_25,1-25,1,2,hfw_true_hfw_1_25_a_l1p2_01,multiple_choice,a,Read the sentence. Choose the word that fits.,Mia drew ___ happy face.,Mia drew a happy face.,to | big | i | a | to | big | i | a | to | big | i | a,a,,,/images/assessment/hfw/variants/hfw-1-25/a-l1p2-02.webp,,HFW_SENTENCE_CLOZE_L1P2_04,a::HFW_SENTENCE_CLOZE_L1P2_04::mia drew ___ happy face::a::a|a|a|big|big|big|i|i|i|to|to|to::/images/assessment/hfw/variants/hfw-1-25/a-l1p2-02.webp,a::HFW_SENTENCE_CLOZE_L1P2_04,hfw_true_variation_generator,HFW 1-25,sentence_frame=mia drew ___ happy face,
Y,,,hfw_1_25,1-25,1,2,hfw_true_hfw_1_25_a_l1p2_02,multiple_choice,a,Read the sentence. Choose the word that fits.,___ small dog ran past me.,a small dog ran past me.,to | big | a | said | to | big | a | said | to | big | a | said,a,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_a_s06.webp,,HFW_SENTENCE_CLOZE_L1P2_05,a::HFW_SENTENCE_CLOZE_L1P2_05::___ small dog ran past me::a::a|a|a|big|big|big|said|said|said|to|to|to::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_a_s06.webp,a::HFW_SENTENCE_CLOZE_L1P2_05,hfw_true_variation_generator,HFW 1-25,sentence_frame=___ small dog ran past me,
Y,,,hfw_1_25,1-25,1,2,hfw_true_hfw_1_25_a_l1p2_03,multiple_choice,a,Read the sentence. Choose the word that fits.,He ate ___ red apple.,He ate a red apple.,big | a | said | to | big | a | said | to | big | a | said | to,a,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_a_s07.webp,,HFW_SENTENCE_CLOZE_L1P2_06,a::HFW_SENTENCE_CLOZE_L1P2_06::he ate ___ red apple::a::a|a|a|big|big|big|said|said|said|to|to|to::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_a_s07.webp,a::HFW_SENTENCE_CLOZE_L1P2_06,hfw_true_variation_generator,HFW 1-25,sentence_frame=he ate ___ red apple,
Y,,,hfw_1_25,1-25,1,2,hfw_true_hfw_1_25_a_l1p2_04,multiple_choice,a,Read the sentence. Choose the word that fits.,___ fish swam under the rock.,a fish swam under the rock.,a | said | to | big | a | said | to | big | a | said | to | big,a,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_a_s08.webp,,HFW_SENTENCE_CLOZE_L1P2_07,a::HFW_SENTENCE_CLOZE_L1P2_07::___ fish swam under the rock::a::a|a|a|big|big|big|said|said|said|to|to|to::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_a_s08.webp,a::HFW_SENTENCE_CLOZE_L1P2_07,hfw_true_variation_generator,HFW 1-25,sentence_frame=___ fish swam under the rock,
Y,,,hfw_1_25,1-25,1,2,hfw_true_hfw_1_25_a_l1p2_05,multiple_choice,a,Read the sentence. Choose the word that fits.,I need ___ pencil for class.,I need a pencil for class.,said | to | big | a | said | to | big | a | said | to | big | a,a,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_a_s09.webp,,HFW_SENTENCE_CLOZE_L1P2_08,a::HFW_SENTENCE_CLOZE_L1P2_08::i need ___ pencil for class::a::a|a|a|big|big|big|said|said|said|to|to|to::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_a_s09.webp,a::HFW_SENTENCE_CLOZE_L1P2_08,hfw_true_variation_generator,HFW 1-25,sentence_frame=i need ___ pencil for class,
Y,,,hfw_1_25,1-25,1,2,hfw_true_hfw_1_25_a_l1p2_06,multiple_choice,a,Read the sentence. Choose the word that fits.,___ rabbit hid behind the bush.,a rabbit hid behind the bush.,said | to | a | little | said | to | a | little | said | to | a | little,a,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_a_s10.webp,,HFW_SENTENCE_CLOZE_L1P2_09,a::HFW_SENTENCE_CLOZE_L1P2_09::___ rabbit hid behind the bush::a::a|a|a|little|little|little|said|said|said|to|to|to::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_a_s10.webp,a::HFW_SENTENCE_CLOZE_L1P2_09,hfw_true_variation_generator,HFW 1-25,sentence_frame=___ rabbit hid behind the bush,
Y,,,hfw_1_25,1-25,2,1,hfw_true_hfw_1_25_a_l2p1_01,hfw_sentence_spell,a,Listen to the sentence. Spell the word that fits.,Dad carried ___ heavy box.,Dad carried a heavy box.,,a,j f m i o a b v d r a x,a,/images/assessment/hfw/variants/hfw-1-25/a-l2p1-02.webp,,HFW_SENTENCE_SPELL_L2P1_04,a::HFW_SENTENCE_SPELL_L2P1_04::dad carried ___ heavy box::a::/images/assessment/hfw/variants/hfw-1-25/a-l2p1-02.webp,a::HFW_SENTENCE_SPELL_L2P1_04,hfw_true_variation_generator,HFW 1-25,sentence_frame=dad carried ___ heavy box,
Y,,,hfw_1_25,1-25,2,1,hfw_true_hfw_1_25_a_l2p1_02,hfw_sentence_spell,a,Listen to the sentence. Spell the word that fits.,She wore ___ warm hat.,She wore a warm hat.,,a,z x w f n i o g b l d a,a,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_a_s11.webp,,HFW_SENTENCE_SPELL_L2P1_05,a::HFW_SENTENCE_SPELL_L2P1_05::she wore ___ warm hat::a::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_a_s11.webp,a::HFW_SENTENCE_SPELL_L2P1_05,hfw_true_variation_generator,HFW 1-25,sentence_frame=she wore ___ warm hat,
Y,,,hfw_1_25,1-25,2,1,hfw_true_hfw_1_25_a_l2p1_03,hfw_sentence_spell,a,Listen to the sentence. Spell the word that fits.,___ bus stopped near the school.,a bus stopped near the school.,,a,a e z y w s n i k g u l,a,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_a_s12.webp,,HFW_SENTENCE_SPELL_L2P1_06,a::HFW_SENTENCE_SPELL_L2P1_06::___ bus stopped near the school::a::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_a_s12.webp,a::HFW_SENTENCE_SPELL_L2P1_06,hfw_true_variation_generator,HFW 1-25,sentence_frame=___ bus stopped near the school,
