word,missing_image,missing_audio,imageability,decodability_band,primary_section,meaning_clue,suggested_image_path,suggested_audio_path,image_prompt,audio_prompt,notes
brag,TRUE,TRUE,Medium,Grade 1,Simple CCVC short-vowel words,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/brag.webp,/media/vocabulary/audio/brag.mp3,"Child-friendly early-reader illustration for ""brag"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""brag"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Good for early blending and initial/final sound tasks.
brain,TRUE,FALSE,Medium,Grade 1-2,Long a vowel teams ai / ay / eigh,organ in the head used for thinking,/media/vocabulary/images/brain.webp,,"Child-friendly early-reader illustration for ""brain"". Classroom meaning clue: organ in the head used for thinking. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for vowel-team decoding/spelling.
bran,TRUE,TRUE,Medium,Grade 1,Simple CCVC short-vowel words,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/bran.webp,/media/vocabulary/audio/bran.mp3,"Child-friendly early-reader illustration for ""bran"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""bran"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Good for early blending and initial/final sound tasks.
brand,TRUE,TRUE,Medium,Grade 1,Short vowel words with final blends,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/brand.webp,/media/vocabulary/audio/brand.mp3,"Child-friendly early-reader illustration for ""brand"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""brand"" once, natural pronunciation, no extra phrase, no music, no sound effects.",5
brat,TRUE,TRUE,Medium,Grade 1,Simple CCVC short-vowel words,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/brat.webp,/media/vocabulary/audio/brat.mp3,"Child-friendly early-reader illustration for ""brat"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""brat"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Good for early blending and initial/final sound tasks.
brave,TRUE,FALSE,Medium,Grade 1-2,CVCe long a,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/brave.webp,,"Child-friendly early-reader illustration for ""brave"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,5
breeze,TRUE,TRUE,Medium-Low,Grade 1-2,Long e vowel teams ee / ea / ey / ie,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/breeze.webp,/media/vocabulary/audio/breeze.mp3,"Child-friendly early-reader illustration for ""breeze"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""breeze"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for vowel-team decoding/spelling.
brief,TRUE,TRUE,Medium,Grade 1-2,Long e vowel teams ee / ea / ey / ie,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/brief.webp,/media/vocabulary/audio/brief.mp3,"Child-friendly early-reader illustration for ""brief"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""brief"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for vowel-team decoding/spelling.
brighter,TRUE,TRUE,Medium-Low,,Inflections - ed / er / est,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/brighter.webp,/media/vocabulary/audio/brighter.mp3,"Child-friendly early-reader illustration for ""brighter"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""brighter"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for r-controlled vowel sorting. Useful for vowel-team decoding/spelling.
bring,TRUE,FALSE,Medium,Grade 1,Common blends and clusters,action word; use in a simple sentence or picture prompt,/media/vocabulary/images/bring.webp,,"Child-friendly early-reader illustration for ""bring"". Classroom meaning clue: action word; use in a simple sentence or picture prompt. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Do not use as image-only target unless meaning is concrete.
broke,TRUE,TRUE,Medium,Grade 1-2,CVCe long e / i / o / u,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/broke.webp,/media/vocabulary/audio/broke.mp3,"Child-friendly early-reader illustration for ""broke"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""broke"" once, natural pronunciation, no extra phrase, no music, no sound effects.",5
brother,TRUE,FALSE,High,Grade 1-2,R-controlled er / ir / ur,people/family word,/media/vocabulary/images/brother.webp,,"Child-friendly early-reader illustration for ""brother"". Classroom meaning clue: people/family word. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for r-controlled vowel sorting.
brute,TRUE,TRUE,Medium,Grade 1-2,CVCe long e / i / o / u,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/brute.webp,/media/vocabulary/audio/brute.mp3,"Child-friendly early-reader illustration for ""brute"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""brute"" once, natural pronunciation, no extra phrase, no music, no sound effects.",5
build,TRUE,FALSE,Medium,,Common verbs K-3,action word; use in a simple sentence or picture prompt,/media/vocabulary/images/build.webp,,"Child-friendly early-reader illustration for ""build"". Classroom meaning clue: action word; use in a simple sentence or picture prompt. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for vowel-team decoding/spelling.
bunch,TRUE,TRUE,Medium,Grade 1,Consonant digraphs - ch,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/bunch.webp,/media/vocabulary/audio/bunch.mp3,"Child-friendly early-reader illustration for ""bunch"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""bunch"" once, natural pronunciation, no extra phrase, no music, no sound effects.",5
burger,TRUE,TRUE,Medium-Low,,R-controlled er / ir / ur,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/burger.webp,/media/vocabulary/audio/burger.mp3,"Child-friendly early-reader illustration for ""burger"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""burger"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for r-controlled vowel sorting.
