acceptable,issue_type,severity,replacement_needed,reviewer_notes,image_id,path,target_word,skill_id,area,contact_sheet,contact_sheet_position,current_qa_status,suggested_kimi_replacement_prompt
Y,,,N,,img_007381,/media/vocabulary/images/asparagus.webp,asparagus,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-001.html,68,unreviewed,"Create a clean clear target object/action art replacement for asparagus. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/asparagus.webp"
Y,,,N,,img_007382,/media/vocabulary/images/at.webp,at,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-001.html,69,unreviewed,"Create a clean clear target object/action art replacement for at. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/at.webp"
Y,,,N,,img_007383,/media/vocabulary/images/ate.webp,ate,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-001.html,70,unreviewed,"Create a clean clear target object/action art replacement for ate. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/ate.webp"
Y,,,N,,img_007384,/media/vocabulary/images/august.webp,august,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-001.html,71,unreviewed,"Create a clean clear target object/action art replacement for august. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/august.webp"
Y,,,N,,img_007385,/media/vocabulary/images/author.webp,author,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-001.html,72,unreviewed,"Create a clean clear target object/action art replacement for author. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/author.webp"
Y,,,N,,img_007386,/media/vocabulary/images/baby.webp,baby,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-001.html,73,unreviewed,"Create a clean clear target object/action art replacement for baby. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/baby.webp"
Y,,,N,,img_007387,/media/vocabulary/images/back.webp,back,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-001.html,74,unreviewed,"Create a clean clear target object/action art replacement for back. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/back.webp"
Y,,,N,,img_007388,/media/vocabulary/images/badge.webp,badge,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-001.html,75,unreviewed,"Create a clean clear target object/action art replacement for badge. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/badge.webp"
Y,,,N,,img_007389,/media/vocabulary/images/badger.webp,badger,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-001.html,76,unreviewed,"Create a clean clear target object/action art replacement for badger. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/badger.webp"
Y,,,N,,img_007390,/media/vocabulary/images/bagel.webp,bagel,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-001.html,77,unreviewed,"Create a clean clear target object/action art replacement for bagel. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/bagel.webp"
Y,,,N,,img_007391,/media/vocabulary/images/bags.webp,bags,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-001.html,78,unreviewed,"Create a clean clear target object/action art replacement for bags. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/bags.webp"
Y,,,N,,img_007392,/media/vocabulary/images/bait.webp,bait,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-001.html,79,unreviewed,"Create a clean clear target object/action art replacement for bait. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/bait.webp"
Y,,,N,,img_007393,/media/vocabulary/images/bake.webp,bake,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-001.html,80,unreviewed,"Create a clean clear target object/action art replacement for bake. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/bake.webp"
Y,,,N,,img_007394,/media/vocabulary/images/baked.webp,baked,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-002.html,1,unreviewed,"Create a clean clear target object/action art replacement for baked. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/baked.webp"
Y,,,N,,img_007395,/media/vocabulary/images/baker.webp,baker,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-002.html,2,unreviewed,"Create a clean clear target object/action art replacement for baker. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/baker.webp"
Y,,,N,,img_007396,/media/vocabulary/images/baking.webp,baking,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-002.html,3,unreviewed,"Create a clean clear target object/action art replacement for baking. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/baking.webp"
Y,,,N,,img_007397,/media/vocabulary/images/balcony.webp,balcony,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-002.html,4,unreviewed,"Create a clean clear target object/action art replacement for balcony. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/balcony.webp"
Y,,,N,,img_007398,/media/vocabulary/images/balls.webp,balls,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-002.html,5,unreviewed,"Create a clean clear target object/action art replacement for balls. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/balls.webp"
Y,,,N,,img_007399,/media/vocabulary/images/bamboo.webp,bamboo,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-002.html,6,unreviewed,"Create a clean clear target object/action art replacement for bamboo. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/bamboo.webp"
Y,,,N,,img_007400,/media/vocabulary/images/ban.webp,ban,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-002.html,7,unreviewed,"Create a clean clear target object/action art replacement for ban. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/ban.webp"
Y,,,N,,img_007401,/media/vocabulary/images/band.webp,band,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-002.html,8,unreviewed,"Create a clean clear target object/action art replacement for band. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/band.webp"
Y,,,N,,img_007402,/media/vocabulary/images/bandage.webp,bandage,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-002.html,9,unreviewed,"Create a clean clear target object/action art replacement for bandage. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/bandage.webp"
Y,,,N,,img_007403,/media/vocabulary/images/bank.webp,bank,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-002.html,10,unreviewed,"Create a clean clear target object/action art replacement for bank. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/bank.webp"
